Cluster;Size;Outliers
1;19077;0
2;1620;0
3;1257;0
4;3869;0
5;3036;0
6;205;0
7;1411;0
8;550;0
9;24123;0
10;509;0
11;585;0
12;608;0
13;1498;0
14;5008;0
15;5517;0
16;1765;0
17;311;0
18;403;0
19;729;0
20;1506;0
21;3051;0
22;4727;0
23;1060;0
24;6518;0
25;31069;0
26;450;0
27;5180;0
28;431;0
29;4363;0
30;1376;0
31;2109;0
32;27938;0
33;852;0
34;7388;0
35;3678;0
36;2900;0
37;28
