Cluster;Size;Outliers
1;14279;0
2;6475;0
3;1625;0
4;344;0
5;286;0
6;702;0
7;5475;0
8;243;0
9;1919;0
10;5814;0
11;568;0
12;755;0
13;726;0
14;1164;0
15;619;0
16;427;0
17;2634;0
18;5788;0
19;919;0
20;701;0
21;3104;0
22;212;0
23;1361;0
24;4287;0
25;445;0
26;697;0
27;2032;0
28;1194;0
29;3888;0
30;330;0
31;50987;0
