Cluster;Size;Outliers
1;2201;0
2;4211;0
3;2950;0
4;1581;0
5;963;0
6;4297;0
7;734;0
8;2190;0
9;1299;0
10;6247;0
11;8019;0
12;4625;0
13;973;0
14;182;0
15;1177;0
16;131;0
17;2207;0
18;439;0
19;333;0
20;192;0
21;1935;0
22;316;0
23;241;0
24;557;0
