Cluster;13;6;21;4;1;19;11;14;3;2;8;12;17;18;7;15;9;5;20;10;16
CD7negHLADRneg -> Basophils;957;0;0;0;0;11;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0
concat_1_2000.fcs -> Monocytes;0;6242;0;0;8;36;2;0;1;0;6;0;0;380;0;1;36;0;6;0;0
Lymphocytes -> T cells;0;0;20121;4;83;2;47;0;4;0;2601;1942;1732;0;485;264;0;0;0;0;0
Lymphocytes -> B cells;0;0;0;3024;2;3;0;996;1;1;2;0;0;0;0;1;0;2;0;0;0
Lin -> CD7;0;2;44;1;2421;0;1857;0;0;31;3;1;7;1;0;0;0;0;0;0;0
Lin -> DCs;0;9;0;113;0;661;2;51;159;145;0;0;0;19;0;0;2;6;4;0;0
